1774372224799,333,60,40,0,STATUS
1774372224799,335,60,40,0,STATUS
1774372224799,337,60,40,0,STATUS
1774372224799,339,60,40,0,STATUS
1774372224799,341,60,40,0,STATUS
1774372224799,343,60,40,0,STATUS
1774372224799,345,60,40,0,STATUS
1774372224799,347,60,40,0,STATUS
1774372224799,349,60,40,0,STATUS
1774372224799,351,60,40,0,STATUS
1774372224799,353,60,40,0,STATUS
1774372224799,355,60,40,0,STATUS
1774372224799,357,60,40,0,STATUS
1774372224799,359,60,40,0,STATUS
1774372224799,361,75,40,0,STATUS
1774372224799,365,75,40,0,STATUS
1774372224799,369,75,40,0,STATUS
1774372224800,373,35,40,0,STATUS
1774372224800,375,35,40,0,STATUS
1774372224800,377,35,40,0,STATUS
1774372224800,379,35,40,0,STATUS
1774372224800,381,35,40,0,STATUS
1774372224800,383,35,40,0,STATUS
1774372224800,385,35,40,0,STATUS
1774372224800,393,35,40,0,STATUS
1774372224800,395,35,40,0,STATUS
1774372224800,397,60,40,0,STATUS
1774372224800,403,60,40,0,STATUS
1774372224800,405,60,40,0,STATUS
1774372224800,413,60,40,0,STATUS
1774372224800,415,60,40,0,STATUS
1774372224800,417,60,40,0,STATUS
1774372224800,423,60,40,0,STATUS
1774372224800,425,60,40,0,STATUS
1774372224800,433,60,40,0,STATUS
1774372224800,435,60,40,0,STATUS
1774372224800,437,60,40,0,STATUS
1774372224800,443,60,40,0,STATUS
1774372224800,445,60,40,0,STATUS
1774372224801,453,60,40,0,STATUS
1774372224801,455,60,40,0,STATUS
1774372224808,456,60,40,0,STATUS
1774372224808,458,60,40,0,STATUS
1774372224808,460,60,40,0,STATUS
1774372224808,462,60,40,0,STATUS
1774372224808,464,60,40,0,STATUS
1774372224860,466,60,40,0,STATUS
1774372224861,468,60,40,0,STATUS
1774372224861,470,60,40,0,STATUS
1774372224861,472,60,40,0,STATUS
1774372224861,474,60,40,0,STATUS
1774372224931,476,60,40,0,STATUS
1774372224931,478,60,40,0,STATUS
1774372224931,480,75,40,0,STATUS
1774372224931,484,75,40,0,STATUS
1774372224958,488,75,40,0,STATUS
1774372224958,492,35,40,0,STATUS
1774372224958,494,35,40,0,STATUS
1774372225008,496,35,40,0,STATUS
1774372225008,498,35,40,0,STATUS
1774372225008,500,35,40,0,STATUS
1774372225009,502,35,40,0,STATUS
